Morphology: 
 
Verbs: 
singular, first, present, indicative: gghugh
ethos: ughsehuy
etiquette: tses
euphoria: ughhnguhngmehvum
evangelist: ughgheyeymuyuy
evasion: ughgheyvumzey
evasive: ughgheyvumugh
evict: ughvumnguv
evocative: ughmehgheyvumugh
exaggeration: ughgheyeyuhnguvmeh
exalt: ughgheynguv
exasperate: ughgheyhnguhnguhnguv
exasperation: ughgheyhnguhnguhnguvmeh
excise: ughngughuy
exclamation: ughngughgheygheyvumzey
excruciating: ughngughuvumnguvzey
exec: ughugh
exemplary: ughughhnguhnggheysuz
exertion: ughughnguvmeh
exhaustive: ughsehunguvksum
exhibitor: ughsehwumnguvuh
exhilarate: ughsehmuyuhnguv
existential: wuw
exonerate: ughmehughgheyugh
expatriate: ughhnguhngnguvvumnguv
expectant: ughhnguhngngughgheynguv
expedite: ughhnguhngghehnguv
expend: ughhnguhngzey
experiential: ughhnguhnguhughnguvghey
experimenter: ughhnguhnguhmezzeyugh
explanatory: ughhnguhnggheygheymehsuz
expletive: ughhnguhngughvumugh
exponential: ughhnguhngzeyzeyvummuy
exposition: ughhnguhnguynguvmeh
expulsion: ughhnguhngmuyvumzey
extant: ughnguvzey
extinguish: ughnguvzeyuuy
extortion: ughnguvuhvumzey
extracurricular: ughnguvgheyuuhngughmuyuh
extradition: ughnguvgheyvumvumzey
extrapolate: ughnguvgheymehgheyugh
extraterrestrial: ughnguvgheyughuhuyuhghey
extremism: ughnguvughvummez
extremity: ughnguvughvumsuz
extrinsic: ughnguvvumuyngugh
exuberance: ughuughgheyngugh
exuberant: ughuughgheynguv
exude: ughuugh
eyelash: ughughgheyseh
eyepiece: ughughvumngugh
eyesight: ughughvumseh
fabrication: uzwumvumgheyvumzey
facilitator: uzngughmuynguvnguvuh
fad: uzgheh
Fahrenheit: gheh
fallacy: uzmuygheysuz
falsify: uzmuyvumsuz
familial: uzmezmuyghey
fanatic: hus
fanfare: uzzeygheyugh
fantasize: uzzeygheyvumugh
faraway: uzuhghussuz
farce: uzuhugh
farfetched: uzuhughngughugh
far-reaching: uzuhuhgheysehzey
fart: uzuh
fascism: uzuyvummez
fastball: uzuywummuy
fast-food: uzuyngewngew
fatality: uznguvmuynguv
fatherhood: uznguvughsehmeh
father-in-law: uznguvughyeh
fathom: uznguvmeh
fatten: uznguvugh
faucet: uzuugh
fauna: uzughey
fawn: uzghus
fearsome: uzgheyuymez
fecal: uzngughmuy
federalism: uzghehuhmuyuy
federalist: uzghehuhmuyuy
feeder: uzughugh
feign: uzvumzey
feisty: uzvumnguv
felon: uzmuyzey
femininity: uzmezzeyzeynguv
fender: wey
fennel: uzzeyugh
feral: uzuhmuy
ferment: wuz
ferret: uzuhugh
fertilization: uzuhvumvumgheyvumzey
fertilize: uzuhvumvumugh
fervent: uzuhughnguv
fervor: uzuhmeh
fest: ghuh
festivity: uzuyvumvumsuz
feudal: ngehng
fiasco: uzgheyngugh
fiberglass: uzwumuhmuyuy
fidget: uzghehugh
fielder: uzughghehuh
fieldwork: uzughghehmehmeh
fifteenth: uzuzughzeyseh
figurine: uzeyuhzey
filament: uzmuymezzey
filibuster: uzmuywumuyugh
filler: uzmuyugh
filth: uzmuyseh
filtration: uzmuyuhnguvmeh
fin: heng
finalize: uzzeymuyuv
financier: uzzeyzeyvumuh
finder: dwuz
finesse: uzzeyuyugh
fine-tune: uzzeykyuhyuh
Finnish: ngehseh
fir: uzuh
firefly: uzuhuzsuz
firewood: uzuhghusmeh
firstborn: uzuhnguvmehzey
first-rate: uzuhnguvuhnguv
fixate: uzGeng
fixation: uzwuswus
flagship: uzgheyuyvum
flail: uzgheymuy
flair: uzgheyuh
flamboyant: uzgheywumsuzzey
flannel: uzgheyzeymuy
flashback: uzgheysehgheymeh
flashy: uzgheyseh
flask: uzgheymeh
flaunt: uzgheyzey
fleck: uzughmeh
fledgling: uzugheyvumey
fleece: uzughngugh
flimsy: uzvumuy
flit: uzvum
floorboard: uzmehuhmehuh
flooring: uzmehuhzey
floppy: uzmehhnguhng
florist: uzmehvumnguv
flounder: uzmehzeyugh
fluency: uzuzeysuz
fluff: uzuuz
fluke: uzuugh
fodder: uzghehugh
foggy: uzeysuz
folklore: uzmuymuyuh
font: uzzey
foothill: uzmehsehmuy
foothold: uzmehsehmuy
footpath: uzmehhnguhngnguv
footwear: uzmehghusghey
foray: uzuhsuz
forbidding: uzuhvumghehzey
forcible: uzuhvummuy
fore: yev
forecaster: uzuhngughuyugh
foreclose: uzuhngughmehugh
forefinger: uzuhuzzeyugh
forego: uzuhey
foreman: uzuhmezzey
foreseeable: uzuhuyughwumugh
foresight: uzuhuyeynguv
forestall: uzuhuygheymuy
forester: uzuhuyugh
forfeit: uzuhughnguv
forgery: uzuhughsuz
forlorn: uzuhmehzey
formalize: uzuhgheyvumugh
formative: vuv
forsake: uzuhgheyugh
forte: hngev
forthright: uzuhsehvumseh
fortnight: uzuhzeyeynguv
fourteenth: uzunguvughnguv
fragmentation: uzgheymezzeygheyvumzey
fraudulent: uzgheyghehmuyzey
fraught: uzgheyeynguv
freckle: uzughmehugh
freestanding: uzughuygheyghehzey
freestyle: uzughuysuzugh
freighter: uzugheynguvuh
fresco: uzughngugh
freshen: uzughsehzey
friar: uzvumuh
frigid: uzvumvum
frivolous: uzvummehmehuy
frontal: uzmehnguvmuy
front-page: uzmehnguvhnguhngey
frontrunner: uzmehnguvuzeyuh
frosting: uzmehnguvzey
frosty: uzmehnguv
fudge: uzghehugh
full-blown: uzmuyhngugh
full-fledged: uzmuyeh
full-length: uzmuyvuvvuv
full-scale: uzmuyngeh
full-size: uzmuyes
functionality: uzzeynguvmehgheyvumsuz
fundamentalism: uzzeygheyughnguvmuyuy
fungal: uzzeyghey
funk: uzzey
funky: uzzeysuz
furrow: uzuhmeh
furry: uzuhsuz
furtive: uzuhvumugh
fussy: uzuysuz
futility: uznguvmuynguv
futurist: uznguvuhuy
gable: eywumugh
gait: eyvum
galactic: eymuyngughvum
gale: eymuy
gallant: eymuygheynguv
galley: eymuyugh
galvanize: eymuygheyvumugh
gambler: eymezmuyuh
garb: ghez
garland: eyuhgheygheh
garner: eyuhugh
gash: eyuy
gastrointestinal: eyuyuhvumnguvuyvumghey
gazette: eyuvnguvugh
geek: eyugh
generational: eyzeyuhnguvmehghey
genesis: eyzeyuyuy
geneticist: eyzeynguvngughuy
genital: mem
gentile: eyzeyvumugh
geographer: eymehuhhnguhngugh
geopolitical: eymehmehvumvumghey
geriatric: eyuhgheyuhngugh
ghastly: eygheynguvsuz
GI: yehng
giddy: eyghehsuz
gild: eymuy
gimmick: eymezvummeh
gingerly: eyzeyughmuy
giveaway: eyksumgheyghey
giver: yus
glacial: eygheyvummuy
glean: eyughzey
glider: muh
glimmer: eyvummezuh
glitch: eyvumngugh
gloat: eymehnguv
glorify: eymehvumsuz
glum: eyu
gnaw: eyghey
goad: eyghey
goalkeeper: eygheymehughugh
gobble: eywummuy
goblin: eywumvum
godmother: eyghehmehsehuh
goggle: eyeymuy
goldfish: eymuyuzuy
goldsmith: eymuyuyvumseh
good-natured: eymehghem
goofy: eymehsuz
goon: eymeh
gouge: eyuugh
grad: eyghey
gradient: eygheyvumzey
grail: eygheymuy
grainy: eygheyzey
grammatical: megh
grandeur: eygheyghehu
grandiose: eygheyghehmehugh
granulate: eygheyugheyugh
grapefruit: eygheyughuhvum
grapevine: eygheyughvumugh
graphite: eygheysehnguv
grassland: eygheyuygheygheh
grassy: eygheyuy
gratification: eygheyvumvumgheyvumzey
gravitate: eygheyvumgheyugh
gridlock: eyvummuyngugh
grinder: eyvumghehuh
gripe: eyvumugh
gritty: yez
grocer: sugh
groin: eymehzey
groundbreaking: eymehzeywumughmehzey
grounding: eymehzeyvumey
groundwork: eymehzeyghusuh
grouse: eymehuy
grub: eyu
grueling: eyumuyzey
gruesome: eyuuymez
gruff: eyuuz
Guatemalan: yehnggheyughgheyghey
gubernatorial: eywumuhgheymehvummuy
guidebook: eyvumughmehmeh
guise: vus
gull: wey
gunner: eyzeyugh
gunpoint: eyzeymehzey
gurgle: eyuhmuy
gymnasium: eymezgheyvummez
gymnastic: eymezgheynguvngugh
habitual: sehwumnguvghey
hacker: gheh
hairdresser: sehvumghehughuyuh
hallelujah: sehmuyughughey
hallucination: sehmuyuvumgheyvumzey
hammock: sehmezmehmeh
handlebar: sehzeymuywumuh
handmade: sehzeymezgheh
handout: sehzeymehnguv
handshake: sehzeyuygheyugh
handwritten: sehzeyghusvumnguvzey
hangar: sehzeyghey
hanger: sehzeyugh
hangover: sehzeymehugh
hap: ung
haphazard: sehhnguhnggheygheygheh
hardline: sehuhmuyzey
hardliner: sehuhmuyzeyuh
harmonic: mes
harmonious: gsugh
harp: ung
harrow: sehuhmeh
hash: wum
haste: hus
hazy: sehuv
header: uw
headlong: sehgheymuyzey
headmaster: sehgheymezuyugh
headphone: sehgheyhnguhngmehugh
headset: sehgheyuynguv
headway: sehgheyghussuz
heady: sehgheysuz
heartache: sehgheynguvngughugh
heartbreak: sehgheynguvuhghey
heartbreaking: sehgheynguvuhgheyvumey
heartbroken: sehgheynguvuhmehzey
heartfelt: sehgheynguvughnguv
heartland: sehgheynguvgheygheh
heavy-duty: sehgheysuzghehnguv
hectic: sehngughvum
heft: sem
hegemonic: seheymezzeyngugh
heirloom: sehvummuymeh
helium: thnges
hemorrhage: sehmezuhsehey
herbicide: sehuhvumvumugh
hereditary: sehuhghehnguvuh
heresy: sehuhuy
heroism: sehuhvummez
heron: sehuhzey
he/she: sehwuh
heterogeneous: sehnguvuheyzeymehuy
heyday: sehsuzghey
hiccup: sehngughu
high-performance: seheyhumhum
high-pitched: seheysuhsuh
high-powered: seheyyehthyeh
high-ranking: seheysuv
highrise: seheyuhuy
hijack: sehhuvngugh
hijacker: sehhuvngughugh
hilltop: sehmuynguvhnguhng
hind: hus
hindsight: sehzeyuyeynguv
his/her: sehuysehuh
hive: em
hoard: sehgheygheh
hoarse: sehgheyuy
hoax: sehghey
hobble: sehwummuy
hoe: sus
holster: yuv
homecoming: sehmezngughmezzey
homegrown: sehmezeymehzey
homesick: sehmezuyngugh
homo: yeng
homogeneous: sehmezeyzeymehuy
honk: sehzey
hoot: huv
hopper: sehhnguhngugh
horde: sehuhugh
hormonal: sehuhmehghey
horrendous: sehuhughghehu
horseman: sehuhughghey
horsepower: sehuhughmehugh
horseshoe: sehuhughsehugh
hospitalization: sehuyvumgheyvumgheyvumzey
hostel: sehuyugh
hotline: sehnguvvumugh
housekeeping: sehuughughhnguhngzey
housework: sehuughmehmeh
huff: sehuz
hulk: sehmuy
humankind: sehmezzeyvumgheh
humid: huz
hump: hngev
hunk: gseh
hunker: sehzeyugh
hurrah: sehuhghey
hurtle: sehuhmuy
husk: sehuy
husky: sehuysuz
hydrocarbon: sehghehmehgheywumzey
hypnosis: sehhnguhngmehvum
hypnotic: sehhnguhngmehvum
hypocrite: sehhnguhngngughvumugh
hypocritical: sehhnguhngngughvumvumghey
hysteria: sehuyughvum
icing: vumvumey
iconic: vummehvum
idealism: vumughmuyuy
idealistic: vumughmuyuyvum
idealize: vumughmuyuv
idiom: vumvummez
idiosyncratic: vumvumuyzeyuhnguvngugh
idyllic: vumsuzmuyngugh
ignition: vumzeynguvmeh
illegitimate: vummuyeynguvmeznguv
illiterate: vummuynguvuhnguv
illumination: vummuymezzeynguvmeh
illustrator: vummuyuyuhnguvuh
imaginable: vumgheyvumgheymuy
imam: vumghey
imbue: vumwumugh
immaculate: vummezngughmuynguv
immature: vummeznguvuh
immediacy: vummezghehgheysuz
immersion: vummezuhvumzey
immortal: vummezuhghey
immortality: vummezuhgheyvumsuz
immunization: vummezzeyuvnguvmeh
impartial: vumhnguhnguhvummuy
impasse: vumhnguhnguyugh
impatience: vumhnguhngnguvughngugh
impeach: vumhnguhnggheyseh
impediment: vumhnguhngghehmezzey
impenetrable: vumhnguhngzeynguvgheymuy
imperceptible: vumhnguhnguhughnguvwumugh
imperfection: vumhnguhnguhughnguvmeh
imperialism: vumhnguhnguhgheyvummez
impersonal: vumhnguhnguhmehghey
implore: vumhnguhngmehugh
importer: vumhnguhnguhugh
impossibility: vumhnguhnguyvumvumvumsuz
impractical: vumhnguhnggheynguvngughmuy
impressionist: vumhnguhngughuymehvumnguv
impromptu: vumhnguhngmehhnguhngu
inaccessible: vumgheyngughuyvummuy
inactive: vumgheynguvksum
inadequacy: vumgheyughungugh
inaugurate: vumgheyeyuhnguv
incarcerate: vumngughuhughgheyugh
incarceration: vumngughuhughgheyvumzey
inception: vumngughhnguhngvumzey
incessant: vumngughuygheynguv
incest: vumngughuy
incinerator: vumngughzeyuhnguvuh
incision: vumngughuymeh
incite: vumngughnguv
incoherent: vumngughsehuhzey
incompetence: vumngughmezughughngugh
incomprehensible: vumngughmezuhsehzeyvummuy
inconceivable: vumngughzeyughksumwumugh
inconclusive: vumngughzeymuyuyksum
incongruous: vumngughzeyuhmehuy
inconvenient: vumngughzeyughvumzey
incorporation: vumngughuhmehgheyvumzey
incredulous: vumngughughumehuy
increment: vumngughughughnguv
incriminate: vumngughvumvumgheyugh
incubator: vumngughwumnguvuh
incursion: vumngughuhvumzey
indebted: vumghehwumugh
indecent: vumghehngughzey
indelible: vumghehmuywumugh
indignant: vumgheheygheynguv
indignation: vumgheheygheyvumzey
indigo: vumghehey
indiscriminate: vumghehuyuhmezzeynguv
indistinguishable: vumghehuyvumeyvumsehwumugh
individualism: vumghehksumghehgheyvummez
individualistic: vumghehksumghehgheyvumnguvngugh
individuality: vumghehksumghehgheyvumsuz
individualize: vumghehksumghehgheyvumugh
indulgence: zehng
industrialist: vumghehuyuhgheyvumnguv
industrialization: vumghehuyuhgheyvumgheyvumzey
inefficiency: vumughuzngughughngugh
inept: vumughnguv
inequity: vumughunguv
inert: vumughnguv
inertia: vumughnguvghey
inescapable: vumughngughhnguhngwumugh
inexorable: vumughmehgheymuy
inextricable: vumughnguvvumgheymuy
infancy: vumuzzeysuz
infertility: vumuzuhvumvumsuz
infidelity: vumuzghehmuynguv
infinity: vumuzzeynguv
infirmary: vumuzuhgheysuz
inflame: vumuzgheyugh
inflatable: vumuzgheygheymuy
inflationary: vumuzgheyvumzeyuh
inflexible: vumuzughvummuy
influenza: vumuzuzeyghey
informational: vumuzuhgheyvumzeymuy
infringe: vumuzvumey
infringement: vumuzvumeymezzey
ingenious: vumeyzeymehuy
ingenuity: vumeyzeyvumsuz
ingest: huhng
ingrain: vumeygheyzey
inhibitor: vumsehwumnguvuh
in-law: uhng
inlay: vummuysuz
innocuous: vumzeyngughmehuy
innovator: vumzeyksumnguvuh
innuendo: vumzeyughgheh
innumerable: vumzeymezuhwumugh
inpatient: vumhnguhngnguvughnguv
inquest: vumhuzuy
inroad: vumuhghey
insecticide: vumuyngughvumvumugh
inseparable: vumuyhnguhnguhwumugh
insertion: vumuyuhvumzey
in-service: vumzughzugh
inset: vumuynguv
insidious: vumuyghehmehuy
insinuate: vumuyzeygheyugh
insofar: vumuyuzuh
insomnia: vumuymezvum
inspirational: vumuyvumgheyvumzeymuy
installment: vumuygheymuyughnguv
instantaneous: vumuygheynguvzeymehuy
instructive: vumuyuhngughvumugh
instrumentation: vumuyuhmezzeygheyvumzey
intangible: vumnguvzeyvummuy
integrative: vumnguveygheyvumugh
intelligible: vey
interchange: veh
interchangeable: vumnguvuhsehzeyughwumugh
intercom: vumnguvuhmeh
interconnect: vumnguvuhmehzeyngugh
interdependence: vumnguvuhughughghehzeyugh
interdependent: vumnguvuhughughghehzey
interlock: vumnguvuhmehmeh
intermediary: vumnguvuhughvumuh
internship: vumnguvuhuyvum
interplay: vumnguvuhmuysuz
interracial: vumnguvuhgheyvummuy
interrelate: vumnguvuhughgheyugh
intersect: vugh
intersperse: vumnguvuhhnguhnguhugh
interstellar: vumnguvuhnguvmuyghey
interviewee: vumnguvuhvumghusugh
intestinal: 'muz
intestine: vumnguvuyvumugh
Intifada: zuwnguvuzgheh
intolerable: vumnguvmuyuhwumugh
intolerance: vumnguvmuyuhzeyugh
intoxicate: vumnguvtzeszes
intractable: vumnguvgheynguvwumugh
intravenous: vumnguvgheyughmehuy
intrusive: vumnguvuvumugh
inundate: vumughehnguv
invalidate: vumksummuyghehnguv
inventive: vumksumzeyvumugh
inverse: vumksumuhugh
inversion: vumksumuhvumzey
invertebrate: vumksumuhughuhnguv
invigorate: suz
invincible: vumksumzeyvummuy
invoice: vumksumvumugh
iPhone: vumsehzey
iPod: vummeh
irregularity: vumuheymuyuhnguv
irrespective: vumuhuyughnguvksum
irreversible: vumuhksumuhvummuy
irrevocable: vumuhksumngughwumugh
irrigate: vumuheynguv
islander: vummuyzeyugh
isotope: zuv
issuer: vumuyugh
itinerary: vumvumughgheysuz
Jamaican: hesghey
janitor: huvzeynguvuh
jargon: huvuhmeh
jay: uz
jeweler: huvghusmuyuh
jig: uz
jihad: huvsehgheh
jingle: huvzeymuy
jinx: huvzey
jock: huvngugh
john: huvseh
jostle: huvuymuy
jot: wum
journalistic: huvuzeymuyuyvum
joyous: huvsuzu
jubilee: huvwummuyugh
judgmental: huvghehmezzeyghey
judicious: yuw
jumbo: huvmezmeh
jump-start: huvmezhnguhng'hnguhng
juncture: huvzeynguvuh
juniper: huvzeyhnguhnguh
junkie: huvzeyvum
justifiable: huvuyvumvumwumugh
jut: huvnguv
juxtapose: huvsesses
juxtaposition: huvghesghes
karate: mehuhnguv
karma: mehuhghey
keel: mehugh
kennel: mehzeyugh
Kenyan: khsung
kernel: mehuhugh
ketchup: mehnguvsehhnguhng
keynote: mehsuzmehugh
keystone: mehsuznguvzey
khaki: mehgheyvum
kicker: 'hey
kickoff: mehngughmehuz
kiln: mehmuy
kilogram: mehmuyeyghey
kindle: sem
kinetic: mehzeynguvngugh
kiosk: mehmehmeh
knack: ghung
knead: mehughgheh
knockout: mehmehmehu
know-how: mehmehthe
laborious: muywumuhmehuy
labyrinth: muywumuhzeyseh
lacquer: muyngughuuh
lacrosse: muyngughmehuy
ladle: muyghehugh
lagoon: muyeymeh
laid-back: muyvumunghung
laminate: muymezzeynguv
landslide: muyzeyuyvumugh
languish: muyzeyuuy
lapel: muyhnguhngmuy
lark: wuhng
lass: ves
latex: muynguvvehng
latte: muynguvugh
lattice: tvuw
laud: veh
launcher: muyungughugh
launder: muyughehuh
laureate: huw
lavatory: muyksumnguvuh
lax: muywuhwuh
leafy: muygheysuz
leakage: muygheygheyugh
ledger: muyghehugh
leek: suy
left-hand: muyuzevev
left-handed: muyuzum
lefty: muyuzsuz
legality: zeng
legalize: muyeymuyuv
legislate: muyeyuygheyugh
legitimize: muyeynguvmezuv
lemonade: muymezzeygheh
lengthen: muyzeynguvugh
lengthwise: muyzeynguvghusuy
lentil: muyzeyvum
leopard: muymehgheygheh
levee: muyksumugh
levy: muyksum
lexical: muywehngkhwehng
lexicon: muyhngehng
libel: muywummuy
libertarian: muywumuhgheyvumzey
Libyan: yum
lieu: seng
lifeboat: muyuzwumghey
lifeline: muyuzmuyzey
lifesaving: muyuzuyksumzey
life-size: muyuzuh
life-threatening: muyuzmehngmehng
ligament: muyeymezzey
likable: muymehwumugh
likeness: muymehzeyuy
lilac: muymuyngugh
limbo: muymezmeh
limelight: muymezmuyeynguv
lingerie: muyzeyughvum
linguist: muyzeyuuy
linoleum: muyzeymuyu
liquidity: muyhuzghehnguv
litany: muynguvzey
liter: yeh
literate: ngem
liturgical: muynguvuhvumghey
liturgy: muynguvuhsuz
loathe: muygheyseh
lob: mew
lobe: muywum
locale: muyngughmuy
logger: nguhng
logistical: muyeyuyvumghey
loin: meh
long-lasting: muyzeyehngyehng
lopsided: muyhnguhngvumugh
lordship: muyuhuyvum
lore: muyuh
loudspeaker: muyuuyughmehuh
louse: muyuugh
lovable: muyksumwumugh
lovemaking: muyksummezmehzey
low-key: muyghusmehsuz
lowland: muyghusgheygheh
low-level: muyghusmuyksummuy
lucid: hngehng
lumpy: uy
lymph: muymezseh
lyrical: muyuhngughmuy
macaroni: mezngughuhzey
macho: mezngughmeh
macro: uz
macroeconomic: mezngughmehngughzeymezngugh
madden: mezghehugh
madman: mezghehghey
maggot: mezeymeh
magnate: mezeygheyugh
magnesium: mezeyughvummez
magnification: mezeyvumvumgheyvumzey
magnolia: mezeymehvum
mail-order: mezvumuhyu
maim: mezvum
mainframe: mezvumuzgheyugh
mainline: mezvummuyzey
mainstay: mezvumuyghey
maize: mezvumugh
major-league: mezhuvuhmuygheyu
malfunction: mezmuyungughvumzey
malice: mezmuyngugh
malicious: mezmuyngughmehuy
malignant: mezmuyeygheynguv
malnutrition: mezmuyuuhnguvmeh
malt: mezmuy
mammogram: mezmezmehuhmez
manageable: mezzeyeygheymuy
mandarin: mezzeygheyvum
mane: em
mangle: mezzeymuy
manhood: mezzeymehgheh
mania: mezzeyghey
maniac: zehng
manic: huv
manifesto: mezzeyuzuymeh
manipulative: mezzeyhnguhngmuynguvksum
manslaughter: mezzeymuyusehugh
mantel: mezzeyugh
mantra: mezzeyuh
margarine: mezuhgheyvumugh
margarita: mezuhgheyvumghey
marina: mezuhzey
marinade: mezuhzeygheh
marinate: mezuhzeynguv
marketable: mezuhughgheymuy
maroon: mezuhmeh
marquee: mezuhuugh
marquis: mezuhuuy
marshmallow: mezuhsehgheymuyghus
mascara: mezuygheyghey
mascot: mezuymeh
masculinity: mezuyuvumvumsuz
mason: mezuyzey
masonry: hnguy
masquerade: mezuyuuhgheh
mast: dvuv
mastermind: mezuyughmezzey
mater: meznguvuh
materialism: meznguvuhgheyvummez
mathematician: meznguvughgheyvumvumzey
matron: meznguvmeh
matter-of-fact: meznguvughvuy
maximal: mezhuy
mayhem: mezsuzugh
mayoral: mezsuzuhmuy
mead: nges
meander: mezgheyghehuh
measurable: mezgheyugheymuy
med: ngeh
medalist: mezghehmuyuy
medallion: mezghehmuyvumzey
meddle: gsus
medic: tngey
medicinal: mezghehngughzeymuy
mediocre: mezghehmehuh
meditate: hngeh
medley: mezghehugh
meek: mezugh
melanoma: mezmuyzeymez
meld: mezmuy
melodic: mezmuyghehngugh
melodrama: zez
memento: mezmezzeymeh
memorabilia: mezmezuhwummuyghey
menopause: mezzeyhnguhnguugh
menstrual: hngey
mercenary: mezuhughgheysuz
mermaid: mezuhgheygheh
mesmerize: mezuyughvumugh
messiah: mezuyvumseh
metabolic: meznguvwummuyngugh
metamorphosis: meznguvmezuhsehuyuy
meteorite: meznguvmehvumugh
meth: suhng
methane: meznguvgheyugh
methodical: meznguvmehvumghey
metropolis: meznguvmehmehvum
microbe: mezngughmehugh
microbial: twem
microcomputer: mezngughmehmehhnguhngnguvuh
microorganism: mezngughmehuhgheyvummez
microprocessor: mezngughmehuhngughuymeh
microscopic: mezngughmehngughhnguhngngugh
midair: mezghehvum
midfield: mezghehvummuy
midlife: mezghehvumugh
midsize: mezghehvumugh
midterm: mezghehughmez
Midwestern: umghehughnguvuh
midwife: mezghehvumugh
migraine: mezeygheyzey
migratory: hey
milieu: mezmuyugh
millet: mezmuyugh
millimeter: mezmuyvumughugh
mime: muy
minimalist: mezzeymezmuyuy
miniseries: mezzeyuyuhugh
ministerial: mezzeyuyughvummuy
minivan: mezzeyksumzey
mink: mezzey
minuscule: mezzeyuyuugh
mire: mezuh
miscarriage: mezuygheyuhgheyugh
mischief: mezuysehugh
mischievous: mezuysehughmehuy
misdemeanor: mezuyughughzeyuh
misgiving: mezuyvumvumey
mishap: mezuyghey
misinterpret: mezuyzeyughhnguhngugh
mismanagement: mezuygheygheyughughnguv
mismatch: mezuygheyngugh
misrepresent: mezuyughuhuyzey
mistrust: mezuyuhuy
misty: mezuysuz
mite: meh
mitigation: meznguveynguvmeh
mitt: meznguv
moat: mezghey
mobster: mezwumnguvuh
mockery: mezngughughsuz
moderation: mezghehuhnguvmeh
moderator: mezghehuhnguvuh
modern-day: mezghehuhegh
modesty: mezghehuysuz
modular: mezghehmuyuh
moisten: mezvumnguvzey
moisturizer: mezvumnguvuhuvuh
molten: mezmuyugh
momentous: mezmezzeymehuy
monastic: khhehng
monograph: mezzeyeygheyseh
monologue: mezzeymuyeyugh
monoxide: mezzeyzuw
monsieur: mezzeyvumu
montage: mezzeygheyugh
moody: mezmehsuz
moot: mezmeh
moratorium: mezuhnguvuhu
morbid: mezuhvum
morbidity: mezuhvumvumsuz
morgue: mezuhu
Moroccan: umuhngughghey
moron: mezuhzey
morph: mezuhseh
morphine: mezuhsehzey
moss: mezuy
motorway: meznguvuhghey
mountaineer: mezunguvvumughuh
mountainous: mezunguvvummehuy
mourner: mezuzeyuh
mousse: mezuuy
mouthpiece: mezusehvumngugh
mover: ghuhng
mozzarella: mezuvgheyughmuy
muck: es
muddle: mezghehmuy
mull: mezmuy
multiculturalism: mezmuyvumunguvuhmuyuy
multidimensional: mezmuyvumvumughuymehghey
multidisciplinary: mezmuyvumvumngughhnguhngvumgheysuz
multifaceted: mezmuyvumgheyughugh
multiparty: mezmuyvumgheynguv
multiplicity: mezmuyvummuyngughnguv
munch: mezzeyseh
munition: mezzeynguvmeh
murderous: mezuhughmehuy
mussel: mezuyugh
mutant: meznguvzey
mutilate: meznguvmuynguv
muzzle: mezuvmuy
mystic: huw
mystify: ghuhng
mystique: mezuyvumu
mythic: meznguvvum
mythical: meznguvvumghey
NAFTA: huhng
namesake: zeymezuymeh
narrate: zeyuhgheyugh
narration: zeyuhgheyvumzey
nascent: zeyuyughnguv
nationalize: zung
nation-state: zeynguvmehghehng
naturalist: zeynguvuhmuyuy
naturalization: zeynguvuhmuyuvnguvmeh
naught: zeyuseh
nave: uv
navel: zeyksummuy
navigator: zeyksumeynguvuh
nay: hegh
nectar: zeyngughghey
negate: zeyeynguv
negligent: zeyeyvumughnguv
negligible: zeyeyvumvummuy
nerd: zeyuh
neurologist: zeyumehmehvumnguv
neurotic: zeyumehvum
neutrality: zeyuuhmuynguv
neutralize: zeyuuhmuyuv
neutrino: zeyuuhzey
never-ending: zeyksumuhughghehzey
newlywed: zeyghussuzugh
newscast: zeyghusngughuy
newsroom: zeyghusuhmeh
Nicaraguan: khhngehnghngehng
nick: mus
nigger: zeyeyugh
nightfall: zeyeynguvgheymuy
nightgown: zeyeynguvmehzey
nil: zeymuy
nimble: zeymezmuy
nip: zuhng
nobility: zeywummuynguv
nocturnal: zeyngughuzeymuy
nomad: zeymezgheh
nomadic: zeymezghehngugh
nonfiction: zeyzeyvumnguvmeh
nongovernmental: zeyzeymehughzeyughnguvmuy
nonlinear: zeyzeyvumughuh
nonnative: zeyzeygheyvumugh
nonpartisan: zeyzeygheynguvuyzey
nonproliferation: zeyzeyuhmuyuzuhnguvmeh
nonstick: zeyzeynguvngugh
nontraditional: zeyzeyuhghehnguvmehghey
nonverbal: zeyzeyughwummuy
nonviolent: zeyzeyvummuyzey
nook: sugh
noose: mev
Nordic: uvvum
normalize: zeyuhgheyvumugh
Norman: uvghey
northward: zeyuhsehgheygheh
nostalgic: zeyuygheyeyngugh
notification: zeynguvuzngughnguvmeh
notoriety: zeynguvuhughsuz
noun: yehng
nozzle: zeyuvmuy
nudity: zeyghehnguv
nugget: zeyeyugh
null: zeymuy
nutmeg: zeynguvugh
nutritionist: zeynguvvumvumzeyuy
nutritious: zeynguvvumvumu
nutty: zeynguvsuz
oar: mus
oasis: mehuyuy
oatmeal: mehnguvughmuy
obedient: sung
obituary: mehvumuuh
obligate: mehmuyeynguv
obligatory: mehmuyeynguvuh
oblique: mehmuyhuz
obliterate: mehmuynguvuhnguv
oblivion: mehmuyksummeh
obnoxious: mehzeyghus
obscenity: mehuyughvumsuz
obscurity: mehuyuvumsuz
observable: mehuyuhgheymuy
observance: mehuyuhgheyngugh
observational: mehuyuhgheyvumzeymuy
occupancy: mehngughhnguhngzeysuz
